sample,raw_pcm16,shifted_rne1,centered,hann_q15,hann_product,windowed_rne15,selected_real_product,selected_imag_product
522,-86,-43,-27,32736,-883872,-27,843399,-267192
523,-91,-46,-30,32730,-981900,-30,927570,-325470
524,-123,-62,-46,32722,-1505212,-46,1406266,-542478
525,-133,-66,-50,32715,-1635750,-50,1509750,-636250
526,-135,-68,-52,32706,-1700712,-52,1549132,-709540
527,-159,-80,-64,32698,-2092672,-64,1878912,-931392
528,-150,-75,-59,32688,-1928592,-59,1704982,-911314
529,-136,-68,-52,32678,-1699256,-52,1477372,-848900
530,-147,-74,-58,32667,-1894686,-58,1617968,-996962
531,-129,-64,-48,32656,-1567488,-48,1313088,-865776
532,-105,-52,-36,32644,-1175184,-36,964440,-679248
533,-107,-54,-38,32631,-1239978,-38,995524,-747840
534,-91,-46,-30,32618,-978540,-30,767460,-614250
535,-50,-25,-9,32604,-293436,-9,224478,-191250
536,-3,-2,14,32590,456260,14,-339906,308070
537,4,2,18,32574,586332,18,-424656,409302
538,16,8,24,32559,781416,24,-549216,562848
539,-14,-7,9,32542,292878,9,-199386,217287
540,-28,-14,2,32526,65052,2,-42806,49622
541,12,6,22,32508,715176,22,-453882,560032
542,83,42,58,32490,1884420,58,-1150778,1512466
543,123,62,78,32472,2532816,77,-1465464,2053898
544,168,84,100,32452,3245200,99,-1802196,2697255
545,202,101,117,32432,3794544,116,-2013760,3223640
546,211,106,122,32412,3954264,121,-1996379,3425510
547,227,114,130,32390,4210700,129,-2015367,3715587
548,257,128,144,32369,4661136,142,-2091944,4156056
549,298,149,165,32346,5337090,163,-2253964,4842078
550,321,160,176,32324,5689024,174,-2246340,5240358
551,364,182,198,32300,6395400,195,-2336100,5947110
552,404,202,218,32276,7036168,215,-2373385,6633180
553,424,212,228,32252,7353456,224,-2259488,6983424
554,393,196,212,32226,6831912,208,-1898208,6545760
555,360,180,196,32200,6311200,193,-1574301,6125048
556,370,185,201,32174,6466974,197,-1414263,6298287
557,340,170,186,32146,5979156,182,-1127490,5856032
558,263,132,148,32118,4753464,145,-754725,4690895
559,223,112,128,32090,4107520,125,-526250,4061875
560,203,102,118,32062,3783316,115,-369380,3750035
561,170,85,101,32032,3235232,99,-218790,3236508
562,174,87,103,32002,3296206,101,-121806,3307245
563,213,106,122,31972,3900584,119,-23919,3899154
564,185,92,108,31940,3449520,105,84420,3439485
565,163,82,98,31908,3126984,95,171855,3108115
566,116,58,74,31876,2358824,72,202392,2350512
567,88,44,60,31843,1910580,58,221038,1887610
568,133,66,82,31810,2608420,80,384640,2592960
569,149,74,90,31775,2859750,87,504600,2805750
570,129,64,80,31740,2539200,77,522522,2468389
571,109,54,70,31705,2219350,68,528156,2164644
572,101,50,66,31669,2090154,64,559296,2021120
573,137,68,84,31632,2657088,81,786024,2535057
574,169,84,100,31596,3159600,96,1023264,2974560
575,177,88,104,31558,3282032,100,1160500,3064300
576,210,105,121,31520,3813920,116,1454524,3511668
577,211,106,122,31481,3840682,117,1575054,3495258
578,152,76,92,31442,2892664,88,1264736,2591336
579,153,76,92,31402,2888984,88,1343672,2551296
580,115,58,74,31362,2320788,71,1146721,2024210
581,140,70,86,31320,2693520,82,1395476,2296082
582,211,106,122,31279,3816038,116,2072804,3186056
583,211,106,122,31236,3810792,116,2169548,3120980
584,211,106,122,31194,3805668,116,2264204,3053004
585,278,139,155,31150,4828250,147,2986599,3779076
586,382,191,207,31107,6439149,197,4155912,4939184
587,397,198,214,31062,6647268,203,4436768,4955839
588,389,194,210,31018,6513780,199,4496206,4722469
589,418,209,225,30972,6968700,213,4965243,4904751
590,447,224,240,30926,7422240,227,5449589,5062327
591,450,225,241,30880,7442080,227,5602360,4892758
592,401,200,216,30832,6659712,203,5141787,4219761
593,375,188,204,30785,6280140,192,4983360,3840000
594,424,212,228,30736,7007808,214,5682984,4107730
595,439,220,236,30688,7242368,221,5996393,4059991
596,444,222,238,30638,7291844,223,6173309,3909190
597,400,200,216,30589,6607224,202,5698016,3367946
598,335,168,184,30538,5618992,171,4908726,2701800
599,328,164,180,30488,5487840,167,4872559,2490304
600,262,131,147,30436,4474092,137,4058077,1919370
601,212,106,122,30384,3706848,113,3394181,1479622
602,212,106,122,30332,3700504,113,3437912,1374871
603,252,126,142,30278,4299476,131,4032573,1470868
604,312,156,172,30225,5198700,159,4946967,1634202
605,316,158,174,30171,5249754,160,5026240,1491040
606,340,170,186,30116,5601576,171,5418135,1428021
607,383,192,208,30062,6252896,191,6097866,1408625
608,431,216,232,30006,6961392,212,6813044,1355316
609,439,220,236,29950,7068200,216,6980688,1167264
610,435,218,234,29893,6994962,213,6915897,939330
611,452,226,242,29836,7220312,220,7169580,750640
612,450,225,241,29778,7176498,219,7156482,527790
613,374,187,203,29720,6033160,184,6023608,258888
614,304,152,168,29662,4983216,152,4980280,61104
615,256,128,144,29602,4262688,130,4258930,-78390
616,242,121,137,29543,4047391,124,4058272,-199392
617,232,116,132,29482,3891624,119,3886897,-310709
618,207,104,120,29422,3530640,108,3517236,-390096
619,213,106,122,29361,3582042,109,3536069,-502381
620,220,110,126,29300,3691800,113,3648205,-633026
621,198,99,115,29238,3362370,103,3306094,-678770
622,112,56,72,29174,2100528,64,2040320,-484544
623,84,42,58,29112,1688496,52,1644916,-444340
624,89,44,60,29048,1742880,53,1661868,-504136
625,35,18,34,28984,985456,30,931500,-314070
626,-10,-5,11,28920,318120,10,307140,-114170
627,23,12,28,28854,807912,25,758725,-308825
628,79,40,56,28789,1612184,49,1467844,-650671
629,111,56,72,28724,2068128,63,1860642,-894033
630,211,106,122,28657,3496154,107,3112095,-1614630
631,261,130,146,28590,4174140,127,3633343,-2028952
632,237,118,134,28523,3822082,117,3288285,-1970982
633,242,121,137,28455,3898335,119,3281425,-2106300
634,260,130,146,28387,4144502,126,3404394,-2335662
635,226,113,129,28318,3653022,111,2934618,-2148627
636,209,104,120,28249,3389880,103,2660696,-2076377
637,177,88,104,28180,2930720,89,2242889,-1863838
638,175,88,104,28110,2923440,89,2184683,-1931745
639,223,112,128,28039,3588992,110,2625700,-2469280
640,230,115,131,27968,3663808,112,2595040,-2595040
641,278,139,155,27897,4324035,132,2963136,-3150840
642,322,161,177,27826,4925202,150,3255750,-3682050
643,333,166,182,27753,5051046,154,3225068,-3880954
644,307,154,170,27680,4705600,144,2902896,-3719808
645,264,132,148,27608,4085984,125,2419625,-3304750
646,263,132,148,27534,4075032,124,2298588,-3350356
647,211,106,122,27460,3350120,102,1805400,-2812650
648,133,66,82,27386,2245652,69,1162374,-1939245
649,128,64,80,27312,2184960,67,1070392,-1916803
650,104,52,68,27236,1852048,57,860130,-1657845
651,84,42,58,27160,1575280,48,681168,-1417632
652,64,32,48,27085,1300080,40,531160,-1198240
653,-46,-23,-7,27008,-189056,-6,-74118,182094
654,-115,-58,-42,26932,-1131144,-35,-399595,1074990
655,-127,-64,-48,26854,-1288992,-39,-408291,1210950
656,-169,-84,-68,26777,-1820836,-56,-532672,1755936
657,-156,-78,-62,26699,-1655338,-51,-435795,1613283
658,-112,-56,-40,26621,-1064840,-32,-242272,1020160
659,-129,-64,-48,26542,-1274016,-39,-257010,1251822
660,-186,-93,-77,26463,-2037651,-62,-347324,2001670
661,-174,-87,-71,26384,-1873264,-57,-262713,1849137
662,-99,-50,-34,26304,-894336,-27,-97524,879309
663,-65,-32,-16,26224,-419584,-13,-33943,424619
664,-50,-25,-9,26143,-235287,-7,-11256,229096
665,-80,-40,-24,26062,-625488,-19,-11457,622459
666,-114,-57,-41,25981,-1065221,-33,13266,1081245
667,-167,-84,-68,25900,-1761200,-54,75978,1767798
668,-187,-94,-78,25818,-2013804,-61,147010,1993358
669,-242,-121,-105,25735,-2702175,-82,279784,2672298
670,-303,-152,-136,25652,-3488672,-106,467460,3441714
671,-285,-142,-126,25569,-3221694,-98,529592,3167164
672,-281,-140,-124,25486,-3160264,-96,613728,3085152
673,-280,-140,-124,25402,-3149848,-96,708000,3064896
674,-213,-106,-90,25318,-2278620,-70,584570,2217950
675,-162,-81,-65,25234,-1640210,-50,465950,1570700
676,-144,-72,-56,25148,-1408288,-43,441954,1337859
677,-164,-82,-66,25064,-1654224,-50,561400,1539150
678,-140,-70,-54,24978,-1348812,-41,498847,1247384
679,-124,-62,-46,24892,-1145032,-35,458290,1051295
680,-159,-80,-64,24806,-1587584,-48,672480,1421808
681,-196,-98,-82,24720,-2027040,-62,924544,1808974
682,-224,-112,-96,24633,-2364768,-72,1137600,2066832
683,-259,-130,-114,24546,-2798244,-85,1417205,2397680
684,-299,-150,-134,24459,-3277506,-100,1753000,2768300
685,-307,-154,-138,24372,-3363336,-103,1892213,2794699
686,-286,-143,-127,24284,-3084068,-94,1804330,2496264
687,-256,-128,-112,24195,-2709840,-83,1660000,2154265
688,-186,-93,-77,24106,-1856162,-57,1184859,1443753
689,-143,-72,-56,24018,-1345008,-41,883714,1011880
690,-155,-78,-62,23928,-1483536,-45,1003545,1080315
691,-185,-92,-76,23840,-1811840,-55,1266485,1282105
692,-188,-94,-78,23750,-1852500,-57,1352667,1287858
693,-213,-106,-90,23660,-2129400,-65,1586845,1420640
694,-204,-102,-86,23570,-2027020,-62,1554464,1307952
695,-222,-111,-95,23479,-2230505,-68,1748144,1381556
696,-250,-125,-109,23388,-2549292,-78,2052882,1522482
697,-245,-122,-106,23298,-2469588,-75,2017875,1402725
698,-226,-113,-97,23206,-2250982,-69,1895154,1232961
699,-199,-100,-84,23114,-1941576,-59,1652059,1004062
700,-189,-94,-78,23023,-1795794,-55,1568050,888305
701,-199,-100,-84,22930,-1926120,-59,1710528,900871
702,-218,-109,-93,22838,-2123934,-65,1914055,934180
703,-284,-142,-126,22746,-2865996,-87,2599038,1171194
704,-314,-157,-141,22653,-3194073,-97,2936481,1216283
705,-335,-168,-152,22560,-3429120,-105,3217515,1218525
706,-364,-182,-166,22467,-3729522,-114,3532290,1215126
707,-329,-164,-148,22374,-3311352,-101,3160997,980104
708,-309,-154,-138,22280,-3074640,-94,2968520,821466
709,-325,-162,-146,22186,-3239156,-99,3151467,768933
710,-313,-156,-140,22092,-3092880,-94,3013358,637884
711,-337,-168,-152,21998,-3343696,-102,3289500,591600
712,-380,-190,-174,21903,-3811122,-116,3759792,557728
713,-387,-194,-178,21808,-3881824,-118,3840310,449698
714,-334,-167,-151,21713,-3278663,-100,3264600,281100
715,-313,-156,-140,21618,-3026520,-92,3009964,166428
716,-287,-144,-128,21522,-2754816,-84,2751588,67536
717,-220,-110,-94,21427,-2014138,-61,1998726,-12261
718,-224,-112,-96,21332,-2047872,-62,2030190,-74772
719,-235,-118,-102,21236,-2166072,-66,2157672,-145860
720,-248,-124,-108,21140,-2283120,-70,2282630,-224840
721,-241,-120,-104,21043,-2188472,-67,2177165,-282070
722,-268,-134,-118,20946,-2471628,-75,2426325,-390375
723,-301,-150,-134,20850,-2793900,-85,2734960,-526575
724,-294,-147,-131,20753,-2718643,-83,2653593,-595857
725,-259,-130,-114,20656,-2354784,-72,2284992,-587304
726,-221,-110,-94,20559,-1932546,-59,1856730,-538434
727,-157,-78,-62,20462,-1268644,-39,1215864,-393393
728,-142,-71,-55,20364,-1120020,-34,1048968,-375326
729,-164,-82,-66,20267,-1337622,-41,1250418,-491180
730,-124,-62,-46,20169,-927774,-28,843276,-361480
731,-105,-52,-36,20071,-722556,-22,653532,-304216
732,-97,-48,-32,19973,-639136,-20,585360,-294640
733,-56,-28,-12,19875,-238500,-7,201621,-109361
734,-49,-24,-8,19776,-158208,-5,141550,-82495
735,-120,-60,-44,19678,-865832,-26,722540,-451360
736,-159,-80,-64,19580,-1253120,-38,1035310,-691752
737,-111,-56,-40,19481,-779240,-24,640176,-456768
738,-35,-18,-2,19382,-38764,-1,26077,-19841
739,32,16,32,19284,617088,19,-483664,391989
740,65,32,48,19184,920832,28,-694708,599284
741,118,59,75,19086,1431450,44,-1062292,974776
742,146,73,89,18986,1689754,52,-1219504,1189968
743,176,88,104,18887,1964248,60,-1364340,1415520
744,243,122,138,18788,2592744,79,-1738395,1918041
745,239,120,136,18688,2541568,78,-1657500,1945476
746,210,105,121,18588,2249148,69,-1412775,1765158
747,201,100,116,18488,2144608,65,-1279200,1702870
748,178,89,105,18389,1930845,59,-1113212,1580610
749,174,87,103,18289,1883767,57,-1028109,1559292
750,151,76,92,18190,1673480,51,-876639,1422696
751,114,57,73,18090,1320570,40,-653000,1136440
752,90,45,61,17990,1097390,33,-509718,953634
753,48,24,40,17890,715600,22,-320166,645876
754,-27,-14,2,17789,35578,1,-13645,29791
755,-143,-72,-56,17689,-990584,-30,381750,-905850
756,-174,-87,-71,17588,-1248748,-38,448134,-1161698
757,-150,-75,-59,17488,-1031792,-31,336319,-958489
758,-154,-77,-61,17388,-1060668,-32,316672,-999584
759,-176,-88,-72,17288,-1244736,-38,339454,-1197988
760,-198,-99,-83,17188,-1426604,-44,350328,-1398540
761,-191,-96,-80,17087,-1366960,-42,293286,-1344588
762,-208,-104,-88,16986,-1494768,-46,275908,-1481798
763,-244,-122,-106,16886,-1789916,-55,275385,-1781010
764,-258,-129,-113,16786,-1896818,-58,232638,-1886218
765,-229,-114,-98,16685,-1635130,-50,150600,-1631400
766,-189,-94,-78,16584,-1293552,-39,78351,-1275495
767,-171,-86,-70,16484,-1153880,-35,35175,-1146320
768,-159,-80,-64,16384,-1048576,-32,0,-1048544
769,-182,-91,-75,16283,-1221225,-37,-37185,-1211824
770,-177,-88,-72,16182,-1165104,-36,-72324,-1177380
771,-163,-82,-66,16082,-1061412,-32,-96384,-1044096
772,-149,-74,-58,15982,-926956,-28,-112308,-910588
773,-86,-43,-27,15881,-428787,-13,-65091,-420966
774,-90,-45,-29,15780,-457620,-14,-83972,-450982
775,-119,-60,-44,15680,-689920,-21,-146643,-672294
776,-97,-48,-32,15580,-498560,-15,-119430,-476775
777,-52,-26,-10,15479,-154790,-5,-44665,-157630
778,-79,-40,-24,15379,-369096,-11,-108856,-343607
779,-120,-60,-44,15278,-672232,-21,-227829,-649299
780,-126,-63,-47,15178,-713366,-22,-259446,-672562
781,-167,-84,-68,15078,-1025304,-31,-394475,-936045
782,-170,-85,-69,14978,-1033482,-32,-436640,-953312
783,-134,-67,-51,14878,-758778,-23,-334719,-675234
784,-119,-60,-44,14778,-650232,-20,-308920,-577960
785,-148,-74,-58,14678,-851324,-26,-424450,-738686
786,-178,-89,-73,14578,-1064194,-32,-550048,-892672
787,-180,-90,-74,14478,-1071372,-33,-595221,-902748
788,-162,-81,-65,14378,-934570,-29,-547172,-776910
789,-108,-54,-38,14278,-542564,-17,-334560,-445366
790,-65,-32,-16,14178,-226848,-7,-143325,-179074
791,-11,-6,10,14079,140790,4,85000,99768
792,24,12,28,13980,391440,12,264060,291348
793,21,10,26,13880,360880,11,250129,259512
794,-3,-2,14,13781,192934,6,140712,137304
795,-47,-24,-8,13682,-109456,-3,-72429,-66462
796,-23,-12,4,13582,54328,2,49622,42806
797,-48,-24,-8,13484,-107872,-3,-76368,-61893
798,-71,-36,-20,13384,-267680,-8,-208616,-158728
799,-88,-44,-28,13286,-372008,-11,-293414,-209352
800,-86,-43,-27,13187,-356049,-11,-299695,-200244
801,-46,-23,-7,13088,-91616,-3,-83370,-52080
802,-31,-16,0,12990,0,0,0,0
803,-12,-6,10,12892,128920,4,115212,62492
804,-29,-14,2,12794,25588,1,29268,14732
805,-22,-11,5,12696,63480,2,59412,27656
806,15,8,24,12598,302352,9,271053,116190
807,19,10,26,12500,325000,10,304980,119800
808,19,10,26,12402,322452,10,308520,110390
809,4,2,18,12305,221490,7,218232,70609
810,45,22,38,12208,463904,14,440580,127764
811,119,60,76,12111,920436,28,888608,228396
812,106,53,69,12014,828966,25,799275,179475
813,119,60,76,11917,905692,28,900928,173460
814,144,72,88,11820,1040160,32,1035232,166560
815,125,62,78,11724,914472,28,909860,117880
816,144,72,88,11628,1023264,31,1010879,99572
817,192,96,112,11532,1291584,39,1274988,86190
818,267,134,150,11436,1715400,52,1702740,62712
819,311,156,172,11340,1950480,60,1965960,12060
820,290,145,161,11244,1810284,55,1801635,-44220
821,276,138,154,11149,1716946,52,1701284,-94068
822,220,110,126,11054,1392804,43,1403778,-120873
823,192,96,112,10959,1227408,37,1204165,-141007
824,221,110,126,10864,1368864,42,1361304,-201936
825,225,112,128,10770,1378560,42,1354500,-243600
826,201,100,116,10675,1238300,38,1218166,-257868
827,179,90,106,10581,1121586,34,1082322,-264078
828,170,85,101,10487,1059187,32,1010560,-279648
829,166,83,99,10394,1029006,31,970207,-300824
830,132,66,82,10300,844600,26,805610,-277134
831,102,51,67,10207,683869,21,643503,-243705
832,108,54,70,10114,707980,22,666006,-275858
833,180,90,106,10021,1062226,32,955968,-430784
834,274,137,153,9928,1518984,46,1354562,-661112
835,292,146,162,9836,1593432,49,1420608,-748181
836,300,150,166,9744,1617504,49,1396990,-791399
837,361,180,196,9652,1891792,58,1624058,-987044
838,434,217,233,9561,2227713,68,1867688,-1215092
839,494,247,263,9470,2490610,76,2044780,-1421428
840,486,243,259,9378,2428902,74,1947606,-1444406
841,454,227,243,9288,2256984,69,1773852,-1401873
842,433,216,232,9198,2133936,65,1629680,-1371240
843,420,210,226,9107,2058182,63,1538019,-1376928
844,404,202,218,9018,1965924,60,1423860,-1355640
845,368,184,200,8928,1785600,54,1243458,-1258794
846,332,166,182,8838,1608516,49,1092749,-1176343
847,348,174,190,8749,1662310,51,1099254,-1258680
848,381,190,206,8660,1783960,54,1122498,-1367766
849,415,208,224,8572,1920128,59,1180000,-1531345
850,458,229,245,8484,2078580,63,1209285,-1673028
851,456,228,244,8396,2048624,63,1157373,-1709379
852,449,224,240,8308,1993920,61,1069330,-1688663
853,473,236,252,8221,2071692,63,1050399,-1777104
854,471,236,252,8134,2049768,63,995400,-1808478
855,482,241,257,8047,2068079,63,939456,-1838151
856,531,266,282,7960,2244720,69,966690,-2043849
857,542,271,287,7874,2259838,69,903486,-2072553
858,588,294,310,7789,2414590,74,900358,-2251376
859,673,336,352,7704,2711808,83,931924,-2554989
860,672,336,352,7618,2681536,82,842796,-2551266
861,655,328,344,7534,2591696,79,736201,-2481706
862,615,308,324,7449,2413476,74,617974,-2344690
863,600,300,316,7365,2327340,71,523625,-2266746
864,589,294,310,7282,2257420,69,441117,-2217453
865,579,290,306,7198,2202588,67,362068,-2165306
866,539,270,286,7115,2034890,62,273420,-2013078
867,493,246,262,7032,1842384,56,191072,-1824984
868,458,229,245,6950,1702750,52,125320,-1699256
869,449,224,240,6868,1648320,50,70350,-1636850
870,443,222,238,6786,1615068,49,19698,-1605485
871,418,209,225,6705,1508625,46,-27738,-1507006
872,445,222,238,6624,1576512,48,-77184,-1570944
873,451,226,242,6544,1583648,48,-125328,-1567824
874,402,201,217,6463,1402471,43,-155316,-1400381
875,427,214,230,6384,1468320,45,-207405,-1459845
876,377,188,204,6304,1286016,39,-218478,-1259115
877,273,136,152,6225,946200,29,-191110,-930842
878,255,128,144,6146,885024,27,-204417,-860760
879,248,124,140,6068,849520,26,-222170,-822458
880,218,109,125,5990,748750,23,-218776,-721188
881,229,114,130,5912,768560,23,-240787,-714150
882,261,130,146,5836,852056,26,-296842,-798564
883,239,120,136,5758,783088,24,-296472,-728376
884,204,102,118,5682,670476,20,-265580,-599120
885,175,88,104,5606,583024,18,-255438,-531612
886,163,82,98,5531,542038,17,-256530,-494445
887,168,84,100,5456,545600,17,-271592,-486353
888,185,92,108,5381,581148,18,-303228,-505890
889,229,114,130,5306,689780,21,-371700,-579075
890,234,117,133,5233,695989,21,-389277,-567399
891,214,107,123,5160,634680,19,-367783,-502322
892,229,114,130,5086,661180,20,-403180,-516640
893,240,120,136,5014,681904,21,-439782,-529221
894,234,117,133,4942,657286,20,-434100,-490940
895,195,98,114,4870,555180,17,-381616,-405790
896,150,75,91,4798,436618,13,-301210,-301210
897,118,59,75,4728,354600,11,-262570,-246928
898,104,52,68,4658,316744,10,-245470,-217050
899,85,42,58,4588,266104,8,-201608,-167536
900,69,34,50,4518,225900,7,-180824,-141113
901,41,20,36,4448,160128,5,-132190,-96785
902,25,12,28,4380,122640,4,-108076,-74148
903,-4,-2,14,4312,60368,2,-55150,-35400
904,-35,-18,-2,4244,-8488,0,0,0
905,-99,-50,-34,4177,-142018,-4,114436,63904
906,-166,-83,-67,4110,-275370,-8,232680,120720
907,-142,-71,-55,4044,-222420,-7,206738,99337
908,-127,-64,-48,3978,-190944,-6,179736,79674
909,-148,-74,-58,3912,-226896,-7,212443,86471
910,-165,-82,-66,3848,-253968,-8,245712,91336
911,-158,-79,-63,3783,-238329,-7,217350,73283
912,-176,-88,-72,3719,-267768,-8,250848,76096
913,-197,-98,-82,3656,-299792,-9,284697,76905
914,-205,-102,-86,3592,-308912,-9,286920,68139
915,-239,-120,-104,3530,-367120,-11,353078,72490
916,-235,-118,-102,3468,-353736,-11,355135,61622
917,-232,-116,-100,3406,-340600,-10,324410,46090
918,-275,-138,-122,3345,-408090,-12,390804,43344
919,-341,-170,-154,3284,-505736,-15,489945,39165
920,-368,-184,-168,3224,-541632,-17,556376,27336
921,-375,-188,-172,3164,-544208,-17,556937,10251
922,-382,-191,-175,3106,-543550,-17,557005,-6834
923,-405,-202,-186,3046,-566556,-17,556529,-23919
924,-372,-186,-170,2988,-507960,-16,522848,-38560
925,-396,-198,-182,2931,-533442,-16,521424,-54592
926,-474,-237,-221,2874,-635154,-19,616911,-83790
927,-475,-238,-222,2817,-625374,-19,614042,-102676
928,-469,-234,-218,2761,-601898,-18,578466,-115074
929,-459,-230,-214,2706,-579084,-18,574668,-132750
930,-458,-229,-213,2650,-564450,-17,538645,-141967
931,-422,-211,-195,2596,-506220,-15,471210,-139785
932,-357,-178,-162,2542,-411804,-13,404469,-133614
933,-288,-144,-128,2488,-318464,-10,307830,-112280
934,-274,-137,-121,2436,-294756,-9,273816,-109503
935,-249,-124,-108,2383,-257364,-8,240296,-104752
936,-208,-104,-88,2331,-205128,-6,177726,-84060
937,-178,-89,-73,2280,-166440,-5,145885,-74560
938,-128,-64,-48,2228,-106944,-3,86118,-47400
939,-123,-62,-46,2178,-100188,-3,84624,-50019
940,-142,-71,-55,2128,-117040,-4,110732,-70120
941,-157,-78,-62,2079,-128898,-4,108532,-73484
942,-162,-81,-65,2030,-131950,-4,106224,-76780
943,-116,-58,-42,1982,-83244,-3,77865,-60000
944,-106,-53,-37,1934,-71558,-2,50658,-41574
945,-115,-58,-42,1888,-79296,-2,49360,-43108
946,-123,-62,-46,1841,-84686,-3,72021,-66903
947,-130,-65,-49,1795,-87955,-3,69933,-69081
948,-210,-105,-89,1750,-155750,-5,112970,-118655
949,-290,-145,-129,1704,-219816,-7,152992,-170891
950,-367,-184,-168,1660,-278880,-9,189864,-225648
951,-426,-213,-197,1616,-318352,-10,203170,-257080
952,-403,-202,-186,1573,-292578,-9,175671,-236871
953,-346,-173,-157,1530,-240210,-7,130921,-188335
954,-397,-198,-182,1488,-270816,-8,142952,-219728
955,-473,-236,-220,1446,-318120,-10,170180,-280010
956,-471,-236,-220,1406,-309320,-9,145359,-256590
957,-510,-255,-239,1365,-326235,-10,152690,-289920
958,-544,-272,-256,1325,-339200,-10,143720,-294470
959,-527,-264,-248,1286,-318928,-10,134620,-298740
960,-492,-246,-230,1247,-286810,-9,112851,-272457
961,-464,-232,-216,1209,-261144,-8,92840,-245144
962,-468,-234,-218,1172,-255496,-8,85272,-247880
963,-458,-229,-213,1134,-241542,-7,67928,-219079
964,-424,-212,-196,1098,-215208,-7,61173,-221060
965,-406,-203,-187,1062,-198594,-6,46602,-190998
966,-397,-198,-182,1026,-186732,-6,40716,-192342
967,-426,-213,-197,992,-195424,-6,34800,-193500
968,-417,-208,-192,958,-183936,-6,28848,-194472
969,-342,-171,-155,924,-143220,-4,15244,-130180
970,-305,-152,-136,891,-121176,-4,11244,-130584
971,-265,-132,-116,858,-99528,-3,5427,-98151
972,-219,-110,-94,827,-77738,-2,1608,-65514
973,-230,-115,-99,796,-78804,-2,-402,-65532
974,-248,-124,-108,765,-82620,-3,-3618,-98235
975,-280,-140,-124,735,-91140,-3,-6630,-98076
976,-318,-159,-143,706,-100958,-3,-9636,-97827
977,-371,-186,-170,676,-114920,-4,-16840,-129980
978,-433,-216,-200,648,-129600,-4,-20820,-129404
979,-481,-240,-224,620,-138880,-4,-24780,-128704
980,-443,-222,-206,594,-122364,-4,-28716,-127884
981,-419,-210,-194,567,-109998,-3,-24471,-95208
982,-428,-214,-198,541,-107118,-3,-27378,-94410
983,-443,-222,-206,516,-106296,-3,-30261,-93528
984,-448,-224,-208,491,-102128,-3,-33117,-92556
985,-440,-220,-204,467,-95268,-3,-35940,-91494
986,-424,-212,-196,444,-87024,-3,-38730,-90351
987,-428,-214,-198,420,-83160,-3,-41484,-89118
988,-424,-212,-196,398,-78008,-2,-29464,-58536
989,-451,-226,-210,376,-78960,-2,-31246,-57606
990,-492,-246,-230,355,-81650,-2,-32998,-56620
991,-477,-238,-222,334,-74148,-2,-34720,-55580
992,-491,-246,-230,315,-72450,-2,-36408,-54490
993,-492,-246,-230,296,-68080,-2,-38064,-53348
994,-482,-241,-225,277,-62325,-2,-39682,-52154
995,-496,-248,-232,258,-59856,-2,-41262,-50912
996,-512,-256,-240,241,-57840,-2,-42806,-49622
997,-520,-260,-244,224,-54656,-2,-44308,-48286
998,-553,-276,-260,208,-54080,-2,-45768,-46904
999,-549,-274,-258,192,-49536,-2,-47184,-45478
1000,-528,-264,-248,178,-44144,-1,-24279,-22005
1001,-486,-243,-227,163,-37001,-1,-24942,-21250
1002,-488,-244,-228,149,-33972,-1,-25582,-20475
1003,-483,-242,-226,136,-30736,-1,-26198,-19680
1004,-406,-203,-187,123,-23001,-1,-26790,-18868
1005,-327,-164,-148,111,-16428,-1,-27356,-18037
1006,-291,-146,-130,100,-13000,0,0,0
1007,-271,-136,-120,89,-10680,0,0,0
1008,-287,-144,-128,79,-10112,0,0,0
1009,-281,-140,-124,70,-8680,0,0,0
1010,-268,-134,-118,60,-7080,0,0,0
1011,-311,-156,-140,52,-7280,0,0,0
1012,-336,-168,-152,44,-6688,0,0,0
1013,-310,-155,-139,38,-5282,0,0,0
1014,-322,-161,-145,31,-4495,0,0,0
1015,-293,-146,-130,25,-3250,0,0,0
1016,-228,-114,-98,20,-1960,0,0,0
1017,-211,-106,-90,15,-1350,0,0,0
1018,-224,-112,-96,11,-1056,0,0,0
1019,-252,-126,-110,8,-880,0,0,0
1020,-245,-122,-106,5,-530,0,0,0
1021,-232,-116,-100,3,-300,0,0,0
1022,-198,-99,-83,1,-83,0,0,0
1023,-98,-49,-33,0,0,0,0,0
